year,name,playerId,playerSlug,positionId,teamId,status,gamesPlayed,avgMinutes,avgFouls,flagrantFouls,technicalFouls,ejections,doubleDouble,tripleDouble,minutes,rebounds,fouls,avgRebounds,avgPoints,avgFieldGoalsMade,avgFieldGoalsAttempted,fieldGoalPct,avgThreePointFieldGoalsMade,avgThreePointFieldGoalsAttempted,threePointFieldGoalPct,avgFreeThrowsMade,avgFreeThrowsAttempted,freeThrowPct,avgAssists,avgTurnovers,points,fieldGoalsMade,fieldGoalsAttempted,threePointFieldGoalsMade,threePointFieldGoalsAttempted,freeThrowsMade,freeThrowsAttempted,assists,turnovers,avgSteals,avgBlocks,steals,blocks,position,birthdate,college,draftinfo,birthplace,team,experience,rankingSalary,salary,weight,height
2011,Jordan Farmar,3002,jordan-farmar,PG,NJ,inactive,73.0,24.60274,1.7534246,0.0,0.0,0.0,8.0,0.0,1796.0,173.0,128.0,2.369863,9.602739,3.4931507,8.917809,39.17100143432617,1.4931507,4.1643834,35.855263471603394,1.1232877,1.369863,82.0,5.0410957,1.9041096,701.0,255.0,651.0,109.0,304.0,82.0,100.0,368.0,139.0,0.84931505,0.08219178,62.0,6.0,Point Guard,11/30/1986,UCLA,"2006: Rd 1, Pk 26 (LAL)","Los Angeles, CA",,,173,"$4,000,000",,
2014,Jordan Farmar,3002,jordan-farmar,PG,LAL,inactive,41.0,22.243902,1.5853659,0.0,1.0,0.0,0.0,0.0,912.0,104.0,65.0,2.5365853,10.146341,3.682927,8.878049,41.48400115966797,1.7073171,3.902439,43.75,1.0731708,1.4390244,74.57599639892578,4.8536587,2.317073,416.0,151.0,364.0,70.0,160.0,44.0,59.0,199.0,95.0,0.9268293,0.19512194,38.0,8.0,Point Guard,11/30/1986,UCLA,"2006: Rd 1, Pk 26 (LAL)","Los Angeles, CA",,,257,"$2,077,000",,
2016,Jordan Farmar,3002,jordan-farmar,PG,MEM,inactive,12.0,24.25,1.8333334,0.0,0.0,0.0,0.0,0.0,291.0,25.0,22.0,2.0833333,9.166667,3.5,8.333333,42.0,1.3333334,3.75,35.555556416511536,0.8333333,0.8333333,100.0,3.0833333,1.5,110.0,42.0,100.0,16.0,45.0,10.0,10.0,37.0,18.0,1.25,0.16666667,15.0,2.0,Point Guard,11/30/1986,UCLA,"2006: Rd 1, Pk 26 (LAL)","Los Angeles, CA",,,391,"$980,431",,
2017,Jordan Farmar,3002,jordan-farmar,PG,SAC,inactive,2.0,17.5,0.5,0.0,0.0,0.0,0.0,0.0,35.0,3.0,1.0,1.5,6.0,2.0,6.0,33.33300018310547,2.0,4.5,44.44444477558136,0.0,0.0,0.0,4.5,1.5,12.0,4.0,12.0,4.0,9.0,0.0,0.0,9.0,3.0,1.0,0.0,2.0,0.0,Point Guard,11/30/1986,UCLA,"2006: Rd 1, Pk 26 (LAL)","Los Angeles, CA",,,447,"$980,431",,
2007,Mardy Collins,2997,mardy-collins,PG,NY,inactive,52.0,14.942307,1.4423077,2.0,0.0,0.0,3.0,0.0,777.0,104.0,75.0,2.0,4.519231,1.6730769,4.3846154,38.15800094604492,0.25,0.90384614,27.659574151039124,0.9230769,1.5769231,58.5369987487793,1.5961539,1.0961539,235.0,87.0,228.0,13.0,47.0,48.0,82.0,83.0,57.0,0.61538464,0.057692308,32.0,3.0,Point Guard,8/4/1984,Temple,"2006: Rd 1, Pk 29 (NY)","Philadelphia, PA",,,343,"$967,320",,
2008,Mardy Collins,2997,mardy-collins,PG,NY,inactive,46.0,13.782609,1.2173913,0.0,0.0,0.0,0.0,0.0,634.0,75.0,56.0,1.6304348,3.152174,1.2391304,3.8043478,32.57099914550781,0.17391305,0.6956522,25.0,0.5,0.82608694,60.5260009765625,1.9347826,1.2173913,145.0,57.0,175.0,8.0,32.0,23.0,38.0,89.0,56.0,0.5217391,0.17391305,24.0,8.0,Point Guard,8/4/1984,Temple,"2006: Rd 1, Pk 29 (NY)","Philadelphia, PA",,,337,"$1,034,760",,
2009,Mardy Collins,2997,mardy-collins,PG,LAC,inactive,48.0,18.541666,1.6666666,0.0,0.0,0.0,1.0,0.0,890.0,107.0,80.0,2.2291667,5.2291665,2.1875,5.1458335,42.5099983215332,0.27083334,0.6458333,41.93548262119293,0.5833333,0.9583333,60.86999893188476,2.3125,1.2083334,251.0,105.0,247.0,13.0,31.0,28.0,46.0,111.0,58.0,0.6458333,0.20833333,31.0,10.0,Point Guard,8/4/1984,Temple,"2006: Rd 1, Pk 29 (NY)","Philadelphia, PA",,,273,"$1,867,742",,
2007,JJ Redick,3024,jj-redick,SG,ORL,inactive,42.0,14.809524,1.2380953,0.0,0.0,0.0,0.0,0.0,622.0,52.0,52.0,1.2380953,6.0,1.9047619,4.642857,41.0260009765625,0.9047619,2.3333333,38.77550959587097,1.2857143,1.4285715,90.0,0.85714287,0.5,252.0,80.0,195.0,38.0,98.0,54.0,60.0,36.0,21.0,0.2857143,0.0,12.0,0.0,Shooting Guard,6/24/1984,Duke,"2006: Rd 1, Pk 11 (ORL)","Cookeville, TN",,,256,"$2,000,160",,
2008,JJ Redick,3024,jj-redick,SG,ORL,inactive,34.0,8.117647,0.85294116,0.0,2.0,0.0,0.0,0.0,276.0,23.0,29.0,0.6764706,4.117647,1.4117647,3.1764705,44.44400024414063,0.5,1.2647059,39.5348846912384,0.7941176,1.0,79.41200256347656,0.47058824,0.44117647,140.0,48.0,108.0,17.0,43.0,27.0,34.0,16.0,15.0,0.11764706,0.0,4.0,0.0,Shooting Guard,6/24/1984,Duke,"2006: Rd 1, Pk 11 (ORL)","Cookeville, TN",,,255,"$2,139,720",,
2009,JJ Redick,3024,jj-redick,SG,ORL,inactive,64.0,17.359375,1.125,0.0,2.0,1.0,0.0,0.0,1111.0,109.0,72.0,1.703125,5.96875,1.828125,4.671875,39.130001068115234,1.046875,2.796875,37.43016719818115,1.265625,1.453125,87.09700012207031,1.140625,0.84375,382.0,117.0,299.0,67.0,179.0,81.0,93.0,73.0,54.0,0.328125,0.015625,21.0,1.0,Shooting Guard,6/24/1984,Duke,"2006: Rd 1, Pk 11 (ORL)","Cookeville, TN",,,221,"$2,839,408",,
2010,JJ Redick,3024,jj-redick,SG,ORL,inactive,82.0,22.04878,1.4390244,0.0,4.0,0.0,0.0,0.0,1808.0,155.0,118.0,1.8902439,9.609756,2.9634147,6.743902,43.94200134277344,1.3536586,3.3414633,40.51094949245453,2.3292682,2.707317,86.03600311279297,1.9268292,0.76829267,788.0,243.0,553.0,111.0,274.0,191.0,222.0,158.0,63.0,0.34146342,0.048780486,28.0,4.0,Shooting Guard,6/24/1984,Duke,"2006: Rd 1, Pk 11 (ORL)","Cookeville, TN",,,91,"$7,250,000",,
2011,JJ Redick,3024,jj-redick,SG,ORL,inactive,59.0,25.644068,1.3559322,0.0,0.0,0.0,0.0,0.0,1513.0,113.0,80.0,1.9152542,10.050847,3.338983,7.576271,44.071998596191406,1.4745762,3.7118645,39.726027846336365,1.898305,2.1694915,87.5,1.7288135,0.89830506,593.0,197.0,447.0,87.0,219.0,112.0,128.0,102.0,53.0,0.4915254,0.050847456,29.0,3.0,Shooting Guard,6/24/1984,Duke,"2006: Rd 1, Pk 11 (ORL)","Cookeville, TN",,,99,"$6,750,000",,
2012,JJ Redick,3024,jj-redick,SG,ORL,inactive,65.0,27.153847,1.4153847,0.0,4.0,0.0,0.0,0.0,1765.0,150.0,92.0,2.3076923,11.553846,3.8153846,8.984615,42.46599960327149,1.7230769,4.123077,41.79104566574097,2.2,2.4153845,91.08300018310548,2.523077,1.0461539,751.0,248.0,584.0,112.0,268.0,143.0,157.0,164.0,68.0,0.41538462,0.092307694,27.0,6.0,Shooting Guard,6/24/1984,Duke,"2006: Rd 1, Pk 11 (ORL)","Cookeville, TN",,,101,"$6,750,000",,
2013,JJ Redick,3024,jj-redick,SG,MIL,inactive,78.0,30.5,1.5,0.0,3.0,0.0,0.0,0.0,2379.0,171.0,117.0,2.1923077,14.102564,4.8974357,11.282051,43.40900039672852,2.1153846,5.782051,36.58536672592163,2.1923077,2.4358974,90.0,3.7948718,1.7692307,1100.0,382.0,880.0,165.0,451.0,171.0,190.0,296.0,138.0,0.4871795,0.115384616,38.0,9.0,Shooting Guard,6/24/1984,Duke,"2006: Rd 1, Pk 11 (ORL)","Cookeville, TN",,,98,"$6,500,000",,
2014,JJ Redick,3024,jj-redick,SG,LAC,inactive,35.0,28.2,1.8571428,0.0,2.0,0.0,0.0,0.0,987.0,74.0,65.0,2.1142857,15.2,5.1714287,11.3714285,45.47700119018555,2.0857143,5.285714,39.459457993507385,2.7714286,3.0285714,91.50900268554688,2.2285714,1.2,532.0,181.0,398.0,73.0,185.0,97.0,106.0,78.0,42.0,0.8,0.08571429,28.0,3.0,Shooting Guard,6/24/1984,Duke,"2006: Rd 1, Pk 11 (ORL)","Cookeville, TN",,,98,"$6,792,500",,
2015,JJ Redick,3024,jj-redick,SG,LAC,inactive,78.0,30.884615,1.7179487,0.0,5.0,1.0,0.0,0.0,2409.0,167.0,134.0,2.1410255,16.371796,5.730769,12.025641,47.65499877929688,2.5641026,5.8717947,43.668121099472046,2.3461537,2.602564,90.14800262451172,1.7564102,1.2179487,1277.0,447.0,938.0,200.0,458.0,183.0,203.0,137.0,95.0,0.5,0.102564104,39.0,8.0,Shooting Guard,6/24/1984,Duke,"2006: Rd 1, Pk 11 (ORL)","Cookeville, TN",,,104,"$7,085,000",,
2016,JJ Redick,3024,jj-redick,SG,LAC,inactive,75.0,27.96,1.8,0.0,3.0,0.0,0.0,0.0,2097.0,139.0,135.0,1.8533334,16.346666,5.6266665,11.733334,47.95500183105469,2.6666667,5.613333,47.50593900680542,2.4266667,2.7333333,88.77999877929688,1.4133333,1.04,1226.0,422.0,880.0,200.0,421.0,182.0,205.0,106.0,78.0,0.56,0.06666667,42.0,5.0,Shooting Guard,6/24/1984,Duke,"2006: Rd 1, Pk 11 (ORL)","Cookeville, TN",,,140,"$7,377,500",,
2018,JJ Redick,3024,jj-redick,SG,PHI,inactive,70.0,30.22857,1.7571429,0.0,4.0,0.0,0.0,0.0,2116.0,178.0,123.0,2.5428572,17.114286,5.7714286,12.557143,45.96099853515625,2.7571428,6.571429,41.956523060798645,2.8142858,3.1142857,90.36699676513672,3.0,1.4714285,1198.0,404.0,879.0,193.0,460.0,197.0,218.0,210.0,103.0,0.5,0.08571429,35.0,6.0,Shooting Guard,6/24/1984,Duke,"2006: Rd 1, Pk 11 (ORL)","Cookeville, TN",,,99,"$12,250,000",,
2019,JJ Redick,3024,jj-redick,SG,PHI,inactive,76.0,31.302631,1.6973684,1.0,3.0,0.0,1.0,0.0,2379.0,186.0,129.0,2.4473684,18.052631,5.9473686,13.513158,44.012001037597656,3.1578948,7.9605265,39.669421315193176,3.0,3.3552632,89.41200256347656,2.7105262,1.3289474,1372.0,452.0,1027.0,240.0,605.0,228.0,255.0,206.0,101.0,0.42105263,0.2236842,32.0,17.0,Shooting Guard,6/24/1984,Duke,"2006: Rd 1, Pk 11 (ORL)","Cookeville, TN",,,91,"$13,486,300",,
2020,JJ Redick,3024,jj-redick,SG,NO,inactive,60.0,26.35,1.6,0.0,2.0,0.0,0.0,0.0,1581.0,151.0,96.0,2.5166667,15.283334,4.766667,10.516666,45.32500076293945,3.0,6.616667,45.34004926681519,2.75,3.0833333,89.18900299072266,1.9833333,1.25,917.0,286.0,631.0,180.0,397.0,165.0,185.0,119.0,75.0,0.33333334,0.16666667,20.0,10.0,Shooting Guard,6/24/1984,Duke,"2006: Rd 1, Pk 11 (ORL)","Cookeville, TN",,,95,"$13,013,700",,
2010,Ersan Ilyasova,2767,ersan-ilyasova,PF,MIL,inactive,81.0,23.432098,3.0987654,0.0,0.0,0.0,11.0,0.0,1898.0,517.0,251.0,6.382716,10.37037,3.9876542,9.0,44.30699920654297,1.0,2.9753087,33.60995948314667,1.3950617,1.9506173,71.51899719238281,1.037037,0.8765432,840.0,323.0,729.0,81.0,241.0,113.0,158.0,84.0,71.0,0.654321,0.28395063,53.0,23.0,Power Forward,5/15/1987,,"2005: Rd 2, Pk 36 (MIL)","Eskisehir, Turkey",,,245,"$2,320,500",,
2011,Ersan Ilyasova,2767,ersan-ilyasova,PF,MIL,inactive,60.0,25.083334,2.65,0.0,0.0,0.0,8.0,0.0,1505.0,365.0,159.0,6.0833335,9.516666,3.6833334,8.45,43.59000015258789,0.6,2.0166667,29.752066731452945,1.55,1.7333333,89.4229965209961,0.93333334,1.05,571.0,221.0,507.0,36.0,121.0,93.0,104.0,56.0,63.0,0.85,0.4,51.0,24.0,Power Forward,5/15/1987,,"2005: Rd 2, Pk 36 (MIL)","Eskisehir, Turkey",,,241,"$2,541,000",,
2012,Ersan Ilyasova,2767,ersan-ilyasova,PF,MIL,inactive,60.0,27.583334,2.2166667,0.0,0.0,0.0,20.0,0.0,1655.0,529.0,133.0,8.816667,13.033334,4.9,9.95,49.24599838256836,0.85,1.8666667,45.53571343421936,2.3833334,3.05,78.14199829101562,1.1833333,1.2666667,782.0,294.0,597.0,51.0,112.0,143.0,183.0,71.0,76.0,0.7,0.73333335,42.0,44.0,Power Forward,5/15/1987,,"2005: Rd 2, Pk 36 (MIL)","Eskisehir, Turkey",,,87,"$7,900,000",,
2013,Ersan Ilyasova,2767,ersan-ilyasova,PF,MIL,inactive,73.0,27.561644,2.5342467,0.0,1.0,0.0,18.0,0.0,2012.0,520.0,185.0,7.1232877,13.178082,5.082192,11.0,46.20199966430664,1.3013699,2.9315069,44.39252316951752,1.7123288,2.1506848,79.61799621582031,1.6027397,1.0273973,962.0,371.0,803.0,95.0,214.0,125.0,157.0,117.0,75.0,0.9315069,0.49315068,68.0,36.0,Power Forward,5/15/1987,,"2005: Rd 2, Pk 36 (MIL)","Eskisehir, Turkey",,,78,"$7,900,000",,
2014,Ersan Ilyasova,2767,ersan-ilyasova,PF,MIL,inactive,55.0,26.872726,2.4545455,0.0,0.0,0.0,8.0,0.0,1478.0,342.0,135.0,6.2181816,11.236363,4.309091,10.527273,40.93299865722656,0.6727273,2.3818183,28.24427485466004,1.9454546,2.3636363,82.30799865722656,1.3090909,1.1090909,618.0,237.0,579.0,37.0,131.0,107.0,130.0,72.0,61.0,0.8363636,0.14545454,46.0,8.0,Power Forward,5/15/1987,,"2005: Rd 2, Pk 36 (MIL)","Eskisehir, Turkey",,,82,"$7,900,000",,
2015,Ersan Ilyasova,2767,ersan-ilyasova,PF,MIL,inactive,58.0,22.741379,2.5689654,0.0,0.0,0.0,6.0,0.0,1319.0,277.0,149.0,4.775862,11.534483,4.534483,9.603448,47.21699905395508,1.2758621,3.275862,38.947367668151855,1.1896552,1.8448275,64.48600006103516,0.9655172,0.7758621,669.0,263.0,557.0,74.0,190.0,69.0,107.0,56.0,45.0,0.62068963,0.3275862,36.0,19.0,Power Forward,5/15/1987,,"2005: Rd 2, Pk 36 (MIL)","Eskisehir, Turkey",,,98,"$7,900,000",,
2016,Ersan Ilyasova,2767,ersan-ilyasova,PF,ORL,inactive,74.0,25.418919,2.3108108,0.0,0.0,0.0,4.0,0.0,1881.0,403.0,171.0,5.4459457,10.364865,3.7837837,8.932432,42.36000061035156,1.2972972,3.5,37.06563711166382,1.5,2.0810812,72.0780029296875,0.9054054,0.9594595,767.0,280.0,661.0,96.0,259.0,111.0,154.0,67.0,71.0,0.7027027,0.44594595,52.0,33.0,Power Forward,5/15/1987,,"2005: Rd 2, Pk 36 (MIL)","Eskisehir, Turkey",,,120,"$8,400,000",,
2018,Ersan Ilyasova,2767,ersan-ilyasova,PF,PHI,inactive,69.0,25.057972,2.2753623,0.0,0.0,0.0,7.0,0.0,1729.0,405.0,157.0,5.869565,10.869565,4.014493,8.884058,45.1879997253418,1.3188406,3.6666667,35.96837818622589,1.5217391,1.9565217,77.77799987792969,1.3043479,1.0434783,750.0,277.0,613.0,91.0,253.0,105.0,135.0,90.0,72.0,0.884058,0.3768116,61.0,26.0,Power Forward,5/15/1987,,"2005: Rd 2, Pk 36 (MIL)","Eskisehir, Turkey",,,166,"$7,000,000",,
2019,Ersan Ilyasova,2767,ersan-ilyasova,PF,MIL,inactive,67.0,18.373135,2.5671642,1.0,0.0,0.0,3.0,0.0,1231.0,302.0,172.0,4.5074625,6.761194,2.4925373,5.6865673,43.83200073242188,0.86567163,2.3880596,36.250001192092896,0.9104478,1.1044776,82.43199920654297,0.7761194,0.7164179,453.0,167.0,381.0,58.0,160.0,61.0,74.0,52.0,48.0,0.47761193,0.29850745,32.0,20.0,Power Forward,5/15/1987,,"2005: Rd 2, Pk 36 (MIL)","Eskisehir, Turkey",,,175,"$7,000,000",,
2020,Ersan Ilyasova,2767,ersan-ilyasova,PF,MIL,inactive,63.0,15.650794,1.5079365,0.0,1.0,0.0,5.0,0.0,986.0,302.0,95.0,4.7936506,6.571429,2.3174603,4.968254,46.64500045776367,0.7936508,2.1746032,36.496350169181824,1.1428572,1.3809524,82.75900268554688,0.7777778,0.53968257,414.0,146.0,313.0,50.0,137.0,72.0,87.0,49.0,34.0,0.3809524,0.26984128,24.0,17.0,Power Forward,5/15/1987,,"2005: Rd 2, Pk 36 (MIL)","Eskisehir, Turkey",,,527,"$754,783",,
2007,Tyrus Thomas,3032,tyrus-thomas,PF,CHI,inactive,72.0,13.416667,2.25,0.0,3.0,1.0,2.0,0.0,966.0,269.0,162.0,3.7361112,5.1944447,1.8611112,3.9166667,47.51800155639648,0.0,0.027777778,0.0,1.4722222,2.4305556,60.57099914550781,0.5555556,1.3055556,374.0,134.0,282.0,0.0,2.0,106.0,175.0,40.0,94.0,0.6388889,1.0555556,46.0,76.0,Power Forward,8/17/1986,LSU,"2006: Rd 1, Pk 4 (POR)","Baton Rouge, LA",,,181,"$3,505,320",,
2008,Tyrus Thomas,3032,tyrus-thomas,PF,CHI,inactive,74.0,17.972973,2.2972972,0.0,3.0,1.0,6.0,0.0,1330.0,342.0,170.0,4.6216216,6.783784,2.5135136,5.9459457,42.27299880981445,0.013513514,0.08108108,16.66666716337204,1.7432432,2.3513513,74.13800048828125,1.2162162,1.0405406,502.0,186.0,440.0,1.0,6.0,129.0,174.0,90.0,77.0,0.6486486,0.972973,48.0,72.0,Power Forward,8/17/1986,LSU,"2006: Rd 1, Pk 4 (POR)","Baton Rouge, LA",,,188,"$3,749,880",,
2009,Tyrus Thomas,3032,tyrus-thomas,PF,CHI,inactive,79.0,27.531645,2.78481,1.0,7.0,0.0,18.0,0.0,2175.0,508.0,220.0,6.43038,10.848102,3.898734,8.64557,45.095001220703125,0.03797468,0.11392405,33.33333432674408,3.012658,3.8481014,78.28900146484375,0.9746835,1.6329114,857.0,308.0,683.0,3.0,9.0,238.0,304.0,77.0,129.0,1.1518987,1.9113925,91.0,151.0,Power Forward,8/17/1986,LSU,"2006: Rd 1, Pk 4 (POR)","Baton Rouge, LA",,,152,"$4,743,598",,
2010,Tyrus Thomas,3032,tyrus-thomas,PF,CHA,inactive,54.0,22.592592,2.3888888,0.0,4.0,0.0,3.0,0.0,1220.0,335.0,129.0,6.203704,9.407408,3.5925925,7.7777777,46.18999862670898,0.0,0.055555556,0.0,2.2222223,3.2407408,68.57099914550781,1.037037,1.7037038,508.0,194.0,420.0,0.0,3.0,120.0,175.0,56.0,92.0,1.1666666,1.574074,63.0,85.0,Power Forward,8/17/1986,LSU,"2006: Rd 1, Pk 4 (POR)","Baton Rouge, LA",,,110,"$6,611,570",,
2011,Tyrus Thomas,3032,tyrus-thomas,PF,CHA,inactive,41.0,21.0,2.7560976,1.0,8.0,1.0,4.0,0.0,861.0,224.0,113.0,5.4634147,10.219512,3.804878,8.073171,47.130001068115234,0.0,0.07317073,0.0,2.609756,3.317073,78.6760025024414,0.70731705,1.5853659,419.0,156.0,331.0,0.0,3.0,107.0,136.0,29.0,65.0,0.73170733,1.6097561,30.0,66.0,Power Forward,8/17/1986,LSU,"2006: Rd 1, Pk 4 (POR)","Baton Rouge, LA",,,88,"$7,305,785",,
2007,Sergio Rodriguez,3025,sergio-rodriguez,PG,POR,inactive,67.0,12.865672,1.0746269,0.0,0.0,0.0,1.0,0.0,862.0,91.0,72.0,1.358209,3.686567,1.5074627,3.5671642,42.25899887084961,0.35820895,1.2686567,28.23529541492462,0.31343284,0.3880597,80.76899719238281,3.2537313,1.1492537,247.0,101.0,239.0,24.0,85.0,21.0,26.0,218.0,77.0,0.52238804,0.029850746,35.0,2.0,Point Guard,6/12/1986,,"2006: Rd 1, Pk 27 (PHX)","Canary Islands, Spain",,,354,"$817,000",,
2008,Sergio Rodriguez,3025,sergio-rodriguez,PG,POR,inactive,72.0,8.722222,0.7916667,0.0,0.0,0.0,0.0,0.0,628.0,58.0,57.0,0.8055556,2.5,0.9583333,2.7222223,35.20399856567383,0.2361111,0.8055556,29.31034564971924,0.3472222,0.5277778,65.78900146484375,1.7083334,0.7361111,180.0,69.0,196.0,17.0,58.0,25.0,38.0,123.0,53.0,0.33333334,0.0,24.0,0.0,Point Guard,6/12/1986,,"2006: Rd 1, Pk 27 (PHX)","Canary Islands, Spain",,,352,"$874,000",,
2009,Sergio Rodriguez,3025,sergio-rodriguez,PG,POR,inactive,80.0,15.3125,1.6625,0.0,1.0,0.0,0.0,0.0,1225.0,130.0,133.0,1.625,4.45,1.6125,4.1125,39.209999084472656,0.4625,1.425,32.45614171028137,0.7625,0.9625,79.22100067138672,3.575,1.4875,356.0,129.0,329.0,37.0,114.0,61.0,77.0,286.0,119.0,0.675,0.025,54.0,2.0,Point Guard,6/12/1986,,"2006: Rd 1, Pk 27 (PHX)","Canary Islands, Spain",,,292,"$1,576,696",,
2007,Justin Williams,3052,justin-williams,PF,SAC,inactive,26.0,12.807693,1.9615384,0.0,0.0,0.0,2.0,0.0,333.0,115.0,51.0,4.423077,5.0384617,2.0769231,3.3846154,61.36399841308594,0.0,0.03846154,0.0,0.88461536,2.4230769,36.507999420166016,0.07692308,0.5769231,131.0,54.0,88.0,0.0,1.0,23.0,63.0,2.0,15.0,0.1923077,0.61538464,5.0,16.0,Power Forward,5/12/1984,Wyoming,,"Chicago, IL",,,351,"$862,456",,
2007,Cedric Simmons,3030,cedric-simmons,SF,NO,inactive,43.0,12.418605,1.744186,0.0,1.0,0.0,0.0,0.0,534.0,107.0,75.0,2.488372,2.9302325,1.2790698,3.0697675,41.66699981689453,0.0,0.0,0.0,0.37209302,0.76744187,48.48500061035156,0.27906978,0.5116279,126.0,55.0,132.0,0.0,0.0,16.0,33.0,12.0,22.0,0.18604651,0.53488374,8.0,23.0,Small Forward,1/3/1986,NC State,"2006: Rd 1, Pk 15 (NO)","Shallotte, NC",,,287,"$1,629,120",,
2008,Cedric Simmons,3030,cedric-simmons,SF,CHI,inactive,14.0,6.214286,0.5714286,0.0,0.0,0.0,0.0,0.0,87.0,18.0,8.0,1.2857143,0.5714286,0.2857143,1.0,28.57099914550781,0.0,0.0,0.0,0.0,0.71428573,0.0,0.0,0.42857143,8.0,4.0,14.0,0.0,0.0,0.0,10.0,0.0,6.0,0.14285715,0.35714287,2.0,5.0,Small Forward,1/3/1986,NC State,"2006: Rd 1, Pk 15 (NO)","Shallotte, NC",,,285,"$1,742,760",,
2007,Thabo Sefolosha,3028,thabo-sefolosha,F,CHI,inactive,71.0,12.225352,1.4084507,0.0,0.0,0.0,1.0,0.0,868.0,153.0,100.0,2.1549296,3.6056337,1.5352113,3.6056337,42.57799911499024,0.2112676,0.5915493,35.71428656578064,0.32394367,0.63380283,51.11100006103516,0.8450704,0.8450704,256.0,109.0,256.0,15.0,42.0,23.0,45.0,60.0,60.0,0.46478873,0.15492958,33.0,11.0,Forward,5/2/1984,,"2006: Rd 1, Pk 13 (PHI)",Switzerland,,,275,"$1,805,160",,
2008,Thabo Sefolosha,3028,thabo-sefolosha,F,CHI,inactive,69.0,20.811594,1.8550725,0.0,0.0,0.0,3.0,0.0,1436.0,255.0,128.0,3.6956522,6.7246375,2.6086957,6.1014495,42.755001068115234,0.42028984,1.2753624,32.95454680919647,1.0869565,1.5072464,72.11499786376953,1.8695652,1.3478261,464.0,180.0,421.0,29.0,88.0,75.0,104.0,129.0,93.0,0.884058,0.4347826,61.0,30.0,Forward,5/2/1984,,"2006: Rd 1, Pk 13 (PHI)",Switzerland,,,272,"$1,931,160",,
2009,Thabo Sefolosha,3028,thabo-sefolosha,F,OKC,inactive,66.0,21.984848,1.5757576,0.0,1.0,0.0,1.0,0.0,1451.0,242.0,104.0,3.6666667,5.8939395,2.3030303,5.409091,42.57699966430664,0.36363637,1.3181819,27.58620679378509,0.92424244,1.1060606,83.56199645996094,1.6818181,0.969697,389.0,152.0,357.0,24.0,87.0,61.0,73.0,111.0,64.0,1.1363636,0.6818182,75.0,45.0,Forward,5/2/1984,,"2006: Rd 1, Pk 13 (PHI)",Switzerland,,,225,"$2,759,628",,
2010,Thabo Sefolosha,3028,thabo-sefolosha,F,OKC,inactive,82.0,28.634146,1.8780488,0.0,0.0,0.0,3.0,0.0,2348.0,387.0,154.0,4.719512,5.9634147,2.3658535,5.378049,43.99100112915039,0.5,1.597561,31.29771053791046,0.73170733,1.0853659,67.41600036621094,1.7682927,1.097561,489.0,194.0,441.0,41.0,131.0,60.0,89.0,145.0,90.0,1.1829268,0.5609756,97.0,46.0,Forward,5/2/1984,,"2006: Rd 1, Pk 13 (PHI)",Switzerland,,,203,"$3,250,000",,
2011,Thabo Sefolosha,3028,thabo-sefolosha,F,OKC,inactive,79.0,25.936708,2.164557,0.0,2.0,0.0,2.0,0.0,2049.0,346.0,171.0,4.379747,5.075949,1.9873418,4.21519,47.14699935913086,0.35443038,1.2911392,27.450981736183167,0.7468355,1.0,74.68399810791016,1.4050633,0.6962025,401.0,157.0,333.0,28.0,102.0,59.0,79.0,111.0,55.0,1.227848,0.48101267,97.0,38.0,Forward,5/2/1984,,"2006: Rd 1, Pk 13 (PHI)",Switzerland,,,202,"$3,300,000",,
2013,Thabo Sefolosha,3028,thabo-sefolosha,F,OKC,inactive,81.0,27.518518,2.1851852,0.0,2.0,0.0,0.0,0.0,2229.0,317.0,177.0,3.9135802,7.567901,2.7654321,5.7530866,48.06900024414063,1.3333334,3.1851852,41.86046421527863,0.7037037,0.8518519,82.60900115966797,1.5432099,0.79012346,613.0,224.0,466.0,108.0,258.0,57.0,69.0,125.0,64.0,1.2716049,0.54320985,103.0,44.0,Forward,5/2/1984,,"2006: Rd 1, Pk 13 (PHI)",Switzerland,,,154,"$3,900,000",,
2014,Thabo Sefolosha,3028,thabo-sefolosha,F,OKC,inactive,61.0,25.967213,1.4754099,0.0,0.0,0.0,0.0,0.0,1584.0,220.0,90.0,3.6065574,6.2786884,2.3114755,5.5737705,41.47100067138672,0.78688526,2.4918032,31.578946113586422,0.86885244,1.1311475,76.81199645996094,1.5409836,0.90163934,383.0,141.0,340.0,48.0,152.0,53.0,69.0,94.0,55.0,1.295082,0.27868852,79.0,17.0,Forward,5/2/1984,,"2006: Rd 1, Pk 13 (PHI)",Switzerland,,,161,"$4,150,000",,
2015,Thabo Sefolosha,3028,thabo-sefolosha,F,ATL,inactive,52.0,18.76923,1.2884616,0.0,0.0,0.0,1.0,0.0,976.0,223.0,67.0,4.2884617,5.3461537,2.0,4.7884617,41.766998291015625,0.48076922,1.5,32.05128312110901,0.86538464,1.1153846,77.58599853515625,1.4423077,0.7307692,278.0,104.0,249.0,25.0,78.0,45.0,58.0,75.0,38.0,1.0192307,0.40384614,53.0,21.0,Forward,5/2/1984,,"2006: Rd 1, Pk 13 (PHI)",Switzerland,,,179,"$4,000,000",,
